district,date,cholera_cases,typhoid_cases,add_cases,rainfall_mm,rainfall_anomaly_pct,temperature_c,humidity_pct,monsoon_flag,state,latitude,longitude,population_2024,population_density,urban_pct,sanitation_coverage_pct,urban_sanitation_pct,rural_sanitation_pct,od_index,od_pct,water_access_pct,piped_water_pct,unprotected_water_src_pct,wash_index,children_u5_diarrhea_pct,stunting_u5_pct,anemia_women_pct,phc_coverage_pct,asha_per_1000,wash_risk_category,data_source,survey_year,week_of_year,month,season_sin,season_cos,cholera_cases_lag1,cholera_cases_lag2,cholera_cases_lag4,cholera_cases_lag8,typhoid_cases_lag1,typhoid_cases_lag2,typhoid_cases_lag4,typhoid_cases_lag8,add_cases_lag1,add_cases_lag2,add_cases_lag4,add_cases_lag8,rainfall_mm_lag1,rainfall_mm_lag2,rainfall_mm_lag4,rainfall_mm_lag8,rainfall_anomaly_pct_lag1,rainfall_anomaly_pct_lag2,rainfall_anomaly_pct_lag4,rainfall_anomaly_pct_lag8,cholera_cases_roll4_mean,cholera_cases_roll4_std,cholera_cases_roll8_mean,cholera_cases_roll8_std,typhoid_cases_roll4_mean,typhoid_cases_roll4_std,typhoid_cases_roll8_mean,typhoid_cases_roll8_std,add_cases_roll4_mean,add_cases_roll4_std,add_cases_roll8_mean,add_cases_roll8_std,rainfall_mm_roll4_mean,rainfall_mm_roll4_std,rainfall_mm_roll8_mean,rainfall_mm_roll8_std,rainfall_anomaly_pct_roll4_mean,rainfall_anomaly_pct_roll4_std,rainfall_anomaly_pct_roll8_mean,rainfall_anomaly_pct_roll8_std,cholera_outbreak_label,cholera_risk_score,typhoid_outbreak_label,typhoid_risk_score,add_outbreak_label,add_risk_score
Ahmednagar,2019-05-06,1,18,89,,,,,,Maharashtra,19.095,74.738,4540000,0.008267622461170849,0.25316455696202533,0.37875751503006017,83.3,54.1,0.62,33.0,0.37817258883248717,79.6,25.4,0.3787720415450189,11.2,30.6,46.6,73.9,1.07,Medium,"NFHS-5 (2019-21), IIPS Mumbai",2019-21,19,5,0.7485107481711013,-0.663122658240795,1.0,0.0,2.0,0.0,18.0,23.0,10.0,6.0,101.0,92.0,102.0,50.0,,,,,,,,,0.5,0.5773502691896257,0.625,0.7440238091428449,19.25,2.5000000000000004,14.25,5.67576300723398,97.25,8.261355820929163,87.75,23.67488120350343,,0.0,,0.0,,0.0,,0.0,1,0.24999993750001562,1,0.7499999687500013,0,0.3973214267976722
Ahmednagar,2019-05-13,0,11,102,,,,,,Maharashtra,19.095,74.738,4540000,0.008267622461170849,0.25316455696202533,0.37875751503006017,83.3,54.1,0.62,33.0,0.37817258883248717,79.6,25.4,0.3787720415450189,11.2,30.6,46.6,73.9,1.07,Medium,"NFHS-5 (2019-21), IIPS Mumbai",2019-21,20,5,0.6631226582407952,-0.7485107481711012,1.0,1.0,0.0,0.0,18.0,18.0,18.0,10.0,89.0,101.0,107.0,37.0,,,,,,,,,0.5,0.5773502691896257,0.625,0.7440238091428449,17.5,4.932882862316248,14.375,5.57897840110535,96.0,6.480740698407873,95.875,12.088217403736582,,0.0,,0.0,,0.0,,0.0,0,0.0,0,0.4583333142361119,0,0.45535714082429846
Ahmednagar,2019-05-20,0,24,105,,,,,,Maharashtra,19.095,74.738,4540000,0.008267622461170849,0.25316455696202533,0.37875751503006017,83.3,54.1,0.62,33.0,0.37817258883248717,79.6,25.4,0.3787720415450189,11.2,30.6,46.6,73.9,1.07,Medium,"NFHS-5 (2019-21), IIPS Mumbai",2019-21,21,5,0.5680647467311558,-0.8229838658936564,0.0,1.0,0.0,1.0,11.0,18.0,23.0,7.0,102.0,89.0,92.0,70.0,,,,,,,,,0.5,0.5773502691896257,0.5,0.7559289460184544,17.75,5.315072906367325,16.5,5.606119105813882,99.25,7.041543391425882,100.25,6.3639610306789285,,0.0,,0.0,,0.0,,0.0,0,0.0,1,0.999999958333335,0,0.4687499979073661
Ahmednagar,2019-05-27,0,17,85,,,,,,Maharashtra,19.095,74.738,4540000,0.008267622461170849,0.25316455696202533,0.37875751503006017,83.3,54.1,0.62,33.0,0.37817258883248717,79.6,25.4,0.3787720415450189,11.2,30.6,46.6,73.9,1.07,Medium,"NFHS-5 (2019-21), IIPS Mumbai",2019-21,22,5,0.46472317204376906,-0.8854560256532096,0.0,0.0,1.0,0.0,24.0,11.0,18.0,10.0,105.0,102.0,101.0,104.0,,,,,,,,,0.25,0.49999999999999994,0.5,0.7559289460184544,17.5,5.322906474223771,17.375,4.955156044825575,95.25,9.742518497116999,97.875,8.078852464481397,,0.0,,0.0,,0.0,,0.0,0,0.0,1,0.7083333038194456,0,0.37946428402024873
Ahmednagar,2019-06-03,1,14,208,,,,,,Maharashtra,19.095,74.738,4540000,0.008267622461170849,0.25316455696202533,0.37875751503006017,83.3,54.1,0.62,33.0,0.37817258883248717,79.6,25.4,0.3787720415450189,11.2,30.6,46.6,73.9,1.07,Medium,"NFHS-5 (2019-21), IIPS Mumbai",2019-21,23,6,0.35460488704253584,-0.9350162426854147,0.0,0.0,1.0,2.0,17.0,24.0,18.0,10.0,85.0,105.0,89.0,102.0,,,,,,,,,0.25,0.49999999999999994,0.375,0.5175491695067655,16.5,5.567764362830022,17.875,4.257346591481601,125.0,56.02975400029286,111.125,39.93365032865676,,0.0,,0.0,,0.0,,0.0,1,0.24999993750001562,1,0.5833333090277788,1,0.9285714244260205
Ahmednagar,2019-06-10,1,14,193,,,,,,Maharashtra,19.095,74.738,4540000,0.008267622461170849,0.25316455696202533,0.37875751503006017,83.3,54.1,0.62,33.0,0.37817258883248717,79.6,25.4,0.3787720415450189,11.2,30.6,46.6,73.9,1.07,Medium,"NFHS-5 (2019-21), IIPS Mumbai",2019-21,24,6,0.23931566428755768,-0.970941817426052,1.0,0.0,0.0,0.0,14.0,17.0,11.0,18.0,208.0,85.0,102.0,107.0,,,,,,,,,0.5,0.5773502691896257,0.5,0.5345224838248486,17.25,4.7169905660283025,17.375,4.47013901988997,147.75,61.75961463610343,121.875,49.171529218789665,,0.0,,0.0,,0.0,,0.0,1,0.24999993750001562,1,0.5833333090277788,1,0.8616071390106824
Ahmednagar,2019-06-17,1,15,171,,,,,,Maharashtra,19.095,74.738,4540000,0.008267622461170849,0.25316455696202533,0.37875751503006017,83.3,54.1,0.62,33.0,0.37817258883248717,79.6,25.4,0.3787720415450189,11.2,30.6,46.6,73.9,1.07,Medium,"NFHS-5 (2019-21), IIPS Mumbai",2019-21,25,6,0.12053668025532308,-0.992708874098054,1.0,1.0,0.0,0.0,14.0,14.0,24.0,23.0,193.0,208.0,105.0,92.0,,,,,,,,,0.75,0.49999999999999994,0.625,0.5175491695067655,15.0,1.4142135623730967,16.375,3.889087296526012,164.25,54.97499431559771,131.75,50.23587221441325,,0.0,,0.0,,0.0,,0.0,1,0.24999993750001562,1,0.6249999739583344,0,0.7633928537348533
Ahmednagar,2019-06-24,2,18,206,,,,,,Maharashtra,19.095,74.738,4540000,0.008267622461170849,0.25316455696202533,0.37875751503006017,83.3,54.1,0.62,33.0,0.37817258883248717,79.6,25.4,0.3787720415450189,11.2,30.6,46.6,73.9,1.07,Medium,"NFHS-5 (2019-21), IIPS Mumbai",2019-21,26,6,-3.216245299353273e-16,-1.0,1.0,1.0,0.0,1.0,15.0,14.0,17.0,18.0,171.0,193.0,85.0,101.0,,,,,,,,,1.25,0.49999999999999994,0.75,0.7071067811865475,15.25,1.8929694486000923,16.375,3.889087296526012,194.5,17.01959654829302,144.875,54.582669934172856,,0.0,,0.0,,0.0,,0.0,1,0.49999987500003124,1,0.7499999687500013,1,0.9196428530373087
Ahmednagar,2019-07-01,0,8,194,0.93,-92.40146906549315,25.5,59.6,0.0,Maharashtra,19.095,74.738,4540000,0.008267622461170849,0.25316455696202533,0.37875751503006017,83.3,54.1,0.62,33.0,0.37817258883248717,79.6,25.4,0.3787720415450189,11.2,30.6,46.6,73.9,1.07,Medium,"NFHS-5 (2019-21), IIPS Mumbai",2019-21,27,7,-0.12053668025532283,-0.992708874098054,2.0,1.0,1.0,1.0,18.0,15.0,14.0,18.0,206.0,171.0,208.0,89.0,,,,,,,,,1.0,0.816496580927726,0.625,0.7440238091428448,13.75,4.193248541803042,15.125,4.793969425970807,191.0,14.583095236151609,158.0,51.779753351506585,0.93,0.0,0.93,0.0,-92.40146906549315,0.0,-92.40146906549315,0.0,0,0.0,0,0.333333319444445,1,0.8660714247050383
Ahmednagar,2019-07-08,3,8,183,,,,,,Maharashtra,19.095,74.738,4540000,0.008267622461170849,0.25316455696202533,0.37875751503006017,83.3,54.1,0.62,33.0,0.37817258883248717,79.6,25.4,0.3787720415450189,11.2,30.6,46.6,73.9,1.07,Medium,"NFHS-5 (2019-21), IIPS Mumbai",2019-21,28,7,-0.23931566428755743,-0.9709418174260521,0.0,2.0,1.0,0.0,8.0,18.0,14.0,11.0,194.0,206.0,193.0,102.0,0.93,,,,-92.40146906549315,,,,1.5,1.2909944487358056,1.0,1.0690449676496974,12.25,5.05799696849784,14.75,5.257647491307985,188.5,14.977761292440684,168.125,46.96027956840608,0.93,0.0,0.93,0.0,-92.40146906549315,0.0,-92.40146906549315,0.0,1,0.7499998125000469,0,0.333333319444445,1,0.8169642820671238
Ahmednagar,2019-07-15,2,15,188,,,,,,Maharashtra,19.095,74.738,4540000,0.008267622461170849,0.25316455696202533,0.37875751503006017,83.3,54.1,0.62,33.0,0.37817258883248717,79.6,25.4,0.3787720415450189,11.2,30.6,46.6,73.9,1.07,Medium,"NFHS-5 (2019-21), IIPS Mumbai",2019-21,29,7,-0.3546048870425356,-0.9350162426854148,3.0,0.0,1.0,0.0,8.0,8.0,15.0,24.0,183.0,194.0,171.0,105.0,,0.93,,,,-92.40146906549315,,,1.75,1.2583057392117916,1.25,1.0350983390135313,12.25,5.05799696849784,13.625,3.7392703642746756,192.75,9.912113800799558,178.5,39.616014078003495,0.93,0.0,0.93,0.0,-92.40146906549315,0.0,-92.40146906549315,0.0,1,0.49999987500003124,1,0.6249999739583344,1,0.8392857105389031
Ahmednagar,2019-07-22,1,15,195,,,,,,Maharashtra,19.095,74.738,4540000,0.008267622461170849,0.25316455696202533,0.37875751503006017,83.3,54.1,0.62,33.0,0.37817258883248717,79.6,25.4,0.3787720415450189,11.2,30.6,46.6,73.9,1.07,Medium,"NFHS-5 (2019-21), IIPS Mumbai",2019-21,30,7,-0.46472317204376806,-0.8854560256532101,2.0,3.0,2.0,0.0,15.0,8.0,18.0,17.0,188.0,183.0,206.0,85.0,,,,,,,,,1.5,1.2909944487358056,1.375,0.9161253813129042,11.5,4.0414518843273814,13.375,3.543101950067404,190.0,5.597618541248986,192.25,11.97318432402771,0.93,0.0,0.93,0.0,-92.40146906549315,0.0,-92.40146906549315,0.0,1,0.24999993750001562,1,0.6249999739583344,1,0.8705357103993941
Ahmednagar,2019-07-29,2,10,183,,,,,,Maharashtra,19.095,74.738,4540000,0.008267622461170849,0.25316455696202533,0.37875751503006017,83.3,54.1,0.62,33.0,0.37817258883248717,79.6,25.4,0.3787720415450189,11.2,30.6,46.6,73.9,1.07,Medium,"NFHS-5 (2019-21), IIPS Mumbai",2019-21,31,7,-0.5680647467311556,-0.8229838658936566,1.0,2.0,0.0,1.0,15.0,15.0,8.0,14.0,195.0,188.0,194.0,208.0,,,0.93,,,,-92.40146906549315,,2.0,0.816496580927726,1.5,0.9258200997725514,12.0,3.5590260840104375,12.875,3.720119045714226,187.25,5.678908345800367,189.125,10.43945127184101,,0.0,0.93,0.0,,0.0,-92.40146906549315,0.0,1,0.49999987500003124,0,0.41666664930555625,1,0.8169642820671238
Ahmednagar,2019-08-05,3,7,204,,,,,,Maharashtra,19.095,74.738,4540000,0.008267622461170849,0.25316455696202533,0.37875751503006017,83.3,54.1,0.62,33.0,0.37817258883248717,79.6,25.4,0.3787720415450189,11.2,30.6,46.6,73.9,1.07,Medium,"NFHS-5 (2019-21), IIPS Mumbai",2019-21,32,8,-0.663122658240795,-0.7485107481711013,2.0,1.0,3.0,1.0,10.0,15.0,8.0,14.0,183.0,195.0,183.0,193.0,,,,,,,,,2.0,0.816496580927726,1.75,1.0350983390135313,11.75,3.9475730941090044,12.0,4.208834246473211,192.5,9.11043357914436,190.5,11.674147261608203,,0.0,0.93,0.0,,0.0,-92.40146906549315,0.0,1,0.7499998125000469,0,0.2916666545138894,1,0.9107142816485969
Ahmednagar,2019-08-12,1,9,187,,,,,,Maharashtra,19.095,74.738,4540000,0.008267622461170849,0.25316455696202533,0.37875751503006017,83.3,54.1,0.62,33.0,0.37817258883248717,79.6,25.4,0.3787720415450189,11.2,30.6,46.6,73.9,1.07,Medium,"NFHS-5 (2019-21), IIPS Mumbai",2019-21,33,8,-0.7485107481711011,-0.6631226582407952,3.0,2.0,2.0,1.0,7.0,10.0,15.0,15.0,204.0,183.0,188.0,171.0,,,,,,,,,1.75,0.9574271077563381,1.75,1.0350983390135313,10.25,3.4034296427770236,11.25,4.131758532565593,192.25,9.287087810503413,192.5,8.896227129680154,,0.0,0.93,0.0,,0.0,-92.40146906549315,0.0,1,0.24999993750001562,0,0.37499998437500065,1,0.8348214248445472
Ahmednagar,2019-08-19,1,12,176,,,,,,Maharashtra,19.095,74.738,4540000,0.008267622461170849,0.25316455696202533,0.37875751503006017,83.3,54.1,0.62,33.0,0.37817258883248717,79.6,25.4,0.3787720415450189,11.2,30.6,46.6,73.9,1.07,Medium,"NFHS-5 (2019-21), IIPS Mumbai",2019-21,34,8,-0.8229838658936564,-0.5680647467311559,1.0,3.0,1.0,2.0,9.0,7.0,15.0,18.0,187.0,204.0,195.0,206.0,,,,,,,,,1.75,0.9574271077563381,1.625,1.0606601717798212,9.5,2.081665999466134,10.5,3.162277660168381,187.5,11.90238071423813,188.75,8.713700214522618,,0.0,0.93,0.0,,0.0,-92.40146906549315,0.0,1,0.24999993750001562,0,0.4999999791666675,1,0.7857142822066326
Ahmednagar,2019-08-26,3,10,190,,,,,,Maharashtra,19.095,74.738,4540000,0.008267622461170849,0.25316455696202533,0.37875751503006017,83.3,54.1,0.62,33.0,0.37817258883248717,79.6,25.4,0.3787720415450189,11.2,30.6,46.6,73.9,1.07,Medium,"NFHS-5 (2019-21), IIPS Mumbai",2019-21,35,8,-0.8854560256532096,-0.4647231720437691,1.0,1.0,2.0,0.0,12.0,9.0,10.0,8.0,176.0,187.0,183.0,194.0,,,,0.93,,,,-92.40146906549315,2.0,1.1547005383792515,2.0,0.9258200997725513,9.5,2.081665999466134,10.75,3.0118812346154322,189.25,11.528949070347556,188.25,8.481071360893711,,0.0,,0.0,,0.0,,0.0,1,0.7499998125000469,0,0.41666664930555625,1,0.8482142819276148
Ahmednagar,2019-09-02,0,20,196,,,,,,Maharashtra,19.095,74.738,4540000,0.008267622461170849,0.25316455696202533,0.37875751503006017,83.3,54.1,0.62,33.0,0.37817258883248717,79.6,25.4,0.3787720415450189,11.2,30.6,46.6,73.9,1.07,Medium,"NFHS-5 (2019-21), IIPS Mumbai",2019-21,36,9,-0.9350162426854147,-0.3546048870425359,3.0,1.0,3.0,3.0,10.0,12.0,7.0,8.0,190.0,176.0,204.0,183.0,,,,,,,,,1.25,1.2583057392117916,1.625,1.0606601717798212,12.75,4.9916597106239795,12.25,4.2003401222826175,187.25,8.381527307120173,189.875,8.576337879804615,,0.0,,0.0,,0.0,,0.0,0,0.0,1,0.8333332986111125,1,0.87499999609375
Ahmednagar,2019-09-09,1,12,201,35.31,188.49906161014758,32.6,80.7,1.0,Maharashtra,19.095,74.738,4540000,0.008267622461170849,0.25316455696202533,0.37875751503006017,83.3,54.1,0.62,33.0,0.37817258883248717,79.6,25.4,0.3787720415450189,11.2,30.6,46.6,73.9,1.07,Medium,"NFHS-5 (2019-21), IIPS Mumbai",2019-21,37,9,-0.970941817426052,-0.23931566428755774,0.0,3.0,1.0,2.0,20.0,10.0,9.0,15.0,196.0,190.0,187.0,188.0,,,,,,,,,1.25,1.2583057392117916,1.5,1.0690449676496974,13.5,4.43471156521669,11.875,4.051013982414069,190.75,10.812801055539115,191.5,9.36559051604787,35.31,0.0,35.31,0.0,188.49906161014758,0.0,188.49906161014758,0.0,1,0.24999993750001562,0,0.4999999791666675,1,0.8973214245655293
Ahmednagar,2019-09-16,1,10,205,,,,,,Maharashtra,19.095,74.738,4540000,0.008267622461170849,0.25316455696202533,0.37875751503006017,83.3,54.1,0.62,33.0,0.37817258883248717,79.6,25.4,0.3787720415450189,11.2,30.6,46.6,73.9,1.07,Medium,"NFHS-5 (2019-21), IIPS Mumbai",2019-21,38,9,-0.992708874098054,-0.12053668025532357,1.0,0.0,1.0,1.0,12.0,20.0,12.0,15.0,201.0,196.0,176.0,195.0,35.31,,,,188.49906161014758,,,,1.25,1.2583057392117916,1.5,1.0690449676496974,13.0,4.760952285695233,11.25,3.882193783343199,198.0,6.480740698407952,192.75,10.498299181976375,35.31,0.0,35.31,0.0,188.49906161014758,0.0,188.49906161014758,0.0,1,0.24999993750001562,0,0.41666664930555625,1,0.9151785673429529
Ahmednagar,2019-09-23,1,13,185,,,,,,Maharashtra,19.095,74.738,4540000,0.008267622461170849,0.25316455696202533,0.37875751503006017,83.3,54.1,0.62,33.0,0.37817258883248717,79.6,25.4,0.3787720415450189,11.2,30.6,46.6,73.9,1.07,Medium,"NFHS-5 (2019-21), IIPS Mumbai",2019-21,39,9,-1.0,-1.8369701987210297e-16,1.0,1.0,3.0,2.0,10.0,12.0,10.0,10.0,205.0,201.0,190.0,183.0,,35.31,,,,188.49906161014758,,,0.75,0.4999999999999998,1.375,1.0606601717798212,13.75,4.349329450233296,11.625,3.8890872965260126,196.75,8.655441448399257,193.0,10.253919111386496,35.31,0.0,35.31,0.0,188.49906161014758,0.0,188.49906161014758,0.0,1,0.24999993750001562,0,0.5416666440972231,1,0.8258928534558355
Ahmednagar,2019-09-30,1,13,172,,,,,,Maharashtra,19.095,74.738,4540000,0.008267622461170849,0.25316455696202533,0.37875751503006017,83.3,54.1,0.62,33.0,0.37817258883248717,79.6,25.4,0.3787720415450189,11.2,30.6,46.6,73.9,1.07,Medium,"NFHS-5 (2019-21), IIPS Mumbai",2019-21,40,9,-0.992708874098054,0.1205366802553232,1.0,1.0,0.0,3.0,13.0,10.0,20.0,7.0,185.0,205.0,196.0,204.0,,,,,,,,,1.0,0.0,1.125,0.8345229603962802,12.0,1.414213562373095,12.375,3.420004177106891,190.75,15.195942440884272,189.0,11.513966674062793,35.31,0.0,35.31,0.0,188.49906161014758,0.0,188.49906161014758,0.0,1,0.24999993750001562,0,0.5416666440972231,0,0.7678571394292092
