district,date,cholera_cases,typhoid_cases,add_cases,rainfall_mm,rainfall_anomaly_pct,temperature_c,humidity_pct,monsoon_flag,sanitation_coverage_pct,od_index,water_access_pct,population_density,urban_pct,wash_index,week_of_year,month
Ahmednagar,2022-07-11,5,15,43,104.53866554339838,25.12158265262437,26.20064293282754,75.38806603707667,1,0.4527777777777778,0.5931485322071279,0.5160727327662687,210.457035206951,0.38333333333333336,0.468910497776193,28,7
Ahmednagar,2022-07-18,6,10,36,96.15372383572965,21.22587923990182,31.897749252387502,81.32309503364246,1,0.4527777777777778,0.5931485322071279,0.5160727327662687,210.457035206951,0.38333333333333336,0.468910497776193,29,7
Ahmednagar,2022-07-25,8,15,37,109.10707951300097,24.37882840409333,32.07110563737316,83.49846914218253,1,0.4527777777777778,0.5931485322071279,0.5160727327662687,210.457035206951,0.38333333333333336,0.468910497776193,30,7
Ahmednagar,2022-08-01,8,14,33,90.80237569844729,13.348264261970941,28.582405221298885,85.32838560582789,1,0.4527777777777778,0.5931485322071279,0.5160727327662687,210.457035206951,0.38333333333333336,0.468910497776193,31,8
Ahmednagar,2022-08-08,5,15,41,126.37367541069992,3.932656415617199,23.9995827531964,85.72881144195445,1,0.4527777777777778,0.5931485322071279,0.5160727327662687,210.457035206951,0.38333333333333336,0.468910497776193,32,8
Ahmednagar,2022-08-15,9,15,45,110.72823687330134,-59.27690655374817,26.509299794707697,92.3110937252123,1,0.4527777777777778,0.5931485322071279,0.5160727327662687,210.457035206951,0.38333333333333336,0.468910497776193,33,8
Ahmednagar,2022-08-22,15,12,39,111.18615292863178,14.295439896815399,25.644246810647257,75.80039271254485,1,0.4527777777777778,0.5931485322071279,0.5160727327662687,210.457035206951,0.38333333333333336,0.468910497776193,34,8
Ahmednagar,2022-08-29,10,9,49,103.17398882480312,-5.568636028154284,22.049530647131633,83.29103989025832,1,0.4527777777777778,0.5931485322071279,0.5160727327662687,210.457035206951,0.38333333333333336,0.468910497776193,35,8
Ahmednagar,2022-09-05,14,15,41,98.47712076037573,-14.370363355396771,19.914070876091607,83.56342123745188,1,0.4527777777777778,0.5931485322071279,0.5160727327662687,210.457035206951,0.38333333333333336,0.468910497776193,36,9
Ahmednagar,2022-09-12,7,12,39,113.7567835171567,38.85467309480767,24.47266802804728,85.05775719539328,1,0.4527777777777778,0.5931485322071279,0.5160727327662687,210.457035206951,0.38333333333333336,0.468910497776193,37,9
Ahmednagar,2022-09-19,10,6,29,113.68399342050404,36.01385080450574,20.706585537056483,79.5470112555551,1,0.4527777777777778,0.5931485322071279,0.5160727327662687,210.457035206951,0.38333333333333336,0.468910497776193,38,9
Ahmednagar,2022-09-26,6,12,26,99.93938770791749,-45.18419304698195,20.044521205830538,75.02130944436496,1,0.4527777777777778,0.5931485322071279,0.5160727327662687,210.457035206951,0.38333333333333336,0.468910497776193,39,9
Ahmednagar,2022-10-03,4,2,14,31.94715224990788,18.867033904376026,15.354650027843542,42.24793512316654,0,0.4527777777777778,0.5931485322071279,0.5160727327662687,210.457035206951,0.38333333333333336,0.468910497776193,40,10
Ahmednagar,2022-10-10,2,1,12,39.30225744957812,-13.384452777496652,14.990224358341743,42.13708083073764,0,0.4527777777777778,0.5931485322071279,0.5160727327662687,210.457035206951,0.38333333333333336,0.468910497776193,41,10
Ahmednagar,2022-10-17,1,6,7,9.241485113354546,6.490851030934533,13.507840528346975,49.80547442759867,0,0.4527777777777778,0.5931485322071279,0.5160727327662687,210.457035206951,0.38333333333333336,0.468910497776193,42,10
Ahmednagar,2022-10-24,0,8,10,20.28733032446418,-0.45466889189501625,14.834508943731965,37.01534465599435,0,0.4527777777777778,0.5931485322071279,0.5160727327662687,210.457035206951,0.38333333333333336,0.468910497776193,43,10
Ahmednagar,2022-10-31,3,3,15,34.670921431418144,-2.8390914045267652,12.864063085363863,42.623190600824934,0,0.4527777777777778,0.5931485322071279,0.5160727327662687,210.457035206951,0.38333333333333336,0.468910497776193,44,10
Ahmednagar,2022-11-07,1,6,12,15.69729939492985,7.868502461181258,10.419292662229596,42.67583227250671,0,0.4527777777777778,0.5931485322071279,0.5160727327662687,210.457035206951,0.38333333333333336,0.468910497776193,45,11
Ahmednagar,2022-11-14,2,2,11,46.77653222925173,10.70822215083761,10.639460698839553,42.87779466654813,0,0.4527777777777778,0.5931485322071279,0.5160727327662687,210.457035206951,0.38333333333333336,0.468910497776193,46,11
Ahmednagar,2022-11-21,0,3,14,10.04399947765166,14.350800180007035,8.169935169337165,38.28765945491718,0,0.4527777777777778,0.5931485322071279,0.5160727327662687,210.457035206951,0.38333333333333336,0.468910497776193,47,11
Ahmednagar,2022-11-28,4,5,7,25.198571735005324,0.051998050473807546,8.910496177769941,40.59815749552933,0,0.4527777777777778,0.5931485322071279,0.5160727327662687,210.457035206951,0.38333333333333336,0.468910497776193,48,11
Ahmednagar,2022-12-05,0,5,10,0.19386840761028878,21.03679888730786,8.548760287555135,50.922279470628766,0,0.4527777777777778,0.5931485322071279,0.5160727327662687,210.457035206951,0.38333333333333336,0.468910497776193,49,12
Ahmednagar,2022-12-12,7,1,13,45.057903148560925,-13.228556138923926,7.17353936721151,38.32410115208794,0,0.4527777777777778,0.5931485322071279,0.5160727327662687,210.457035206951,0.38333333333333336,0.468910497776193,50,12
Ahmednagar,2022-12-19,4,2,7,25.310427995074825,11.749808943372717,4.683598702801843,44.45603496273091,0,0.4527777777777778,0.5931485322071279,0.5160727327662687,210.457035206951,0.38333333333333336,0.468910497776193,51,12
Ahmednagar,2022-12-26,3,5,6,9.389647281336714,-12.273016561724443,9.591644074076102,38.58824005552571,0,0.4527777777777778,0.5931485322071279,0.5160727327662687,210.457035206951,0.38333333333333336,0.468910497776193,52,12
Ahmednagar,2023-01-02,2,3,4,31.26931916660077,-12.32161706298422,7.9283001597279394,38.881504583916794,0,0.4527777777777778,0.5931485322071279,0.5160727327662687,210.457035206951,0.38333333333333336,0.468910497776193,1,1
Ahmednagar,2023-01-09,4,4,12,20.436754154181735,-2.626102209464174,12.397845880163468,47.35926289341256,0,0.4527777777777778,0.5931485322071279,0.5160727327662687,210.457035206951,0.38333333333333336,0.468910497776193,2,1
Ahmednagar,2023-01-16,1,5,6,5.437870113306772,-14.648418124505458,10.52782037588459,49.27428844710137,0,0.4527777777777778,0.5931485322071279,0.5160727327662687,210.457035206951,0.38333333333333336,0.468910497776193,3,1
Ahmednagar,2023-01-23,1,1,11,20.07294406644998,-1.5682874325924896,8.309464216514797,40.96080916964362,0,0.4527777777777778,0.5931485322071279,0.5160727327662687,210.457035206951,0.38333333333333336,0.468910497776193,4,1
Ahmednagar,2023-01-30,4,4,11,11.691428573346377,6.902555612776734,15.54583953553554,37.14993783836435,0,0.4527777777777778,0.5931485322071279,0.5160727327662687,210.457035206951,0.38333333333333336,0.468910497776193,5,1
Ahmednagar,2023-02-06,1,4,10,2.894475038149661,19.30633377668805,14.92602969591936,40.0982286153589,0,0.4527777777777778,0.5931485322071279,0.5160727327662687,210.457035206951,0.38333333333333336,0.468910497776193,6,2
Ahmednagar,2023-02-13,3,3,11,17.5903767162088,-4.909367476378719,12.482417113888719,33.502014739108894,0,0.4527777777777778,0.5931485322071279,0.5160727327662687,210.457035206951,0.38333333333333336,0.468910497776193,7,2
Ahmednagar,2023-02-20,4,2,11,27.454202827142048,16.450252236564495,15.09192619105824,46.16724076968075,0,0.4527777777777778,0.5931485322071279,0.5160727327662687,210.457035206951,0.38333333333333336,0.468910497776193,8,2
Ahmednagar,2023-02-27,4,6,12,21.595363403210747,2.1244742776954078,10.782916147166565,37.792033537094625,0,0.4527777777777778,0.5931485322071279,0.5160727327662687,210.457035206951,0.38333333333333336,0.468910497776193,9,2
Ahmednagar,2023-03-06,7,7,9,22.597563869374586,-2.3356027201029734,21.747321019398825,44.53238050088337,0,0.4527777777777778,0.5931485322071279,0.5160727327662687,210.457035206951,0.38333333333333336,0.468910497776193,10,3
Ahmednagar,2023-03-13,1,7,10,44.69566796727186,-2.392789590343433,20.373460819401256,31.69479870981189,0,0.4527777777777778,0.5931485322071279,0.5160727327662687,210.457035206951,0.38333333333333336,0.468910497776193,11,3
Ahmednagar,2023-03-20,2,3,7,26.573599777724382,11.840305496790888,19.19184947199612,45.05924620631475,0,0.4527777777777778,0.5931485322071279,0.5160727327662687,210.457035206951,0.38333333333333336,0.468910497776193,12,3
Ahmednagar,2023-03-27,3,3,15,18.90507697567093,5.9771799281482805,17.091653451186946,39.09012864855097,0,0.4527777777777778,0.5931485322071279,0.5160727327662687,210.457035206951,0.38333333333333336,0.468910497776193,13,3
Ahmednagar,2023-04-03,0,3,19,15.528095645929861,21.713830601352306,29.648685570200122,45.16405866838382,0,0.4527777777777778,0.5931485322071279,0.5160727327662687,210.457035206951,0.38333333333333336,0.468910497776193,14,4
Ahmednagar,2023-04-10,1,6,13,17.32363668920738,-0.8083100561848665,24.51010212299388,48.623238547952496,0,0.4527777777777778,0.5931485322071279,0.5160727327662687,210.457035206951,0.38333333333333336,0.468910497776193,15,4
Ahmednagar,2023-04-17,2,6,10,19.66443059625845,1.2531384148877067,21.535503739297408,44.73891829261921,0,0.4527777777777778,0.5931485322071279,0.5160727327662687,210.457035206951,0.38333333333333336,0.468910497776193,16,4
Ahmednagar,2023-04-24,2,6,9,27.37578532833207,-6.30096707424706,24.99228240903137,40.48500287727138,0,0.4527777777777778,0.5931485322071279,0.5160727327662687,210.457035206951,0.38333333333333336,0.468910497776193,17,4
Ahmednagar,2023-05-01,1,2,6,16.519519630884577,4.879728561131691,30.51194914033972,36.85720183020539,0,0.4527777777777778,0.5931485322071279,0.5160727327662687,210.457035206951,0.38333333333333336,0.468910497776193,18,5
Ahmednagar,2023-05-08,1,7,8,18.177679527921104,-3.766433530549067,28.222012732433193,33.27095151138754,0,0.4527777777777778,0.5931485322071279,0.5160727327662687,210.457035206951,0.38333333333333336,0.468910497776193,19,5
Ahmednagar,2023-05-15,2,5,10,20.87550645690212,-2.9356151296573025,32.997356027913625,50.49932961737438,0,0.4527777777777778,0.5931485322071279,0.5160727327662687,210.457035206951,0.38333333333333336,0.468910497776193,20,5
Ahmednagar,2023-05-22,0,5,12,19.916381441616434,3.0003861905916778,30.192685579026023,39.80947021075594,0,0.4527777777777778,0.5931485322071279,0.5160727327662687,210.457035206951,0.38333333333333336,0.468910497776193,21,5
Ahmednagar,2023-05-29,2,3,14,11.742225700232252,-18.761051244360555,31.257726649111046,39.13136353199842,0,0.4527777777777778,0.5931485322071279,0.5160727327662687,210.457035206951,0.38333333333333336,0.468910497776193,22,5
Ahmednagar,2023-06-05,12,7,38,125.11424016875004,30.606061243682554,32.335764569650784,86.82992137564842,1,0.4527777777777778,0.5931485322071279,0.5160727327662687,210.457035206951,0.38333333333333336,0.468910497776193,23,6
Ahmednagar,2023-06-12,11,7,39,102.50432856394211,-13.576333266701983,33.25377544290305,74.02969759987677,1,0.4527777777777778,0.5931485322071279,0.5160727327662687,210.457035206951,0.38333333333333336,0.468910497776193,24,6
Ahmednagar,2023-06-19,8,16,42,106.46633456198428,-35.671402938515634,28.391247779327472,79.79125146249322,1,0.4527777777777778,0.5931485322071279,0.5160727327662687,210.457035206951,0.38333333333333336,0.468910497776193,25,6
Ahmednagar,2023-06-26,15,17,35,101.44511091415501,10.340232610841214,31.913047248800993,70.01489055022847,1,0.4527777777777778,0.5931485322071279,0.5160727327662687,210.457035206951,0.38333333333333336,0.468910497776193,26,6
Ahmednagar,2023-07-03,11,9,37,78.16764518046044,30.68738046076673,31.092981293558328,81.55097272025475,1,0.4527777777777778,0.5931485322071279,0.5160727327662687,210.457035206951,0.38333333333333336,0.468910497776193,27,7
Ahmednagar,2023-07-10,8,11,34,100.11208859479515,20.225932816981903,30.581701139512457,78.44068730167878,1,0.4527777777777778,0.5931485322071279,0.5160727327662687,210.457035206951,0.38333333333333336,0.468910497776193,28,7
Ahmednagar,2023-07-17,5,6,44,88.73224953010657,-11.639023991819426,29.00188611208663,87.19036593380277,1,0.4527777777777778,0.5931485322071279,0.5160727327662687,210.457035206951,0.38333333333333336,0.468910497776193,29,7
Ahmednagar,2023-07-24,15,12,42,102.69205798523187,-53.96144732129289,29.497984659542798,79.13462570834112,1,0.4527777777777778,0.5931485322071279,0.5160727327662687,210.457035206951,0.38333333333333336,0.468910497776193,30,7
Ahmednagar,2023-07-31,5,14,40,93.02415136243796,41.81529008018893,31.764058178920543,85.28993340364754,1,0.4527777777777778,0.5931485322071279,0.5160727327662687,210.457035206951,0.38333333333333336,0.468910497776193,31,7
Ahmednagar,2023-08-07,9,11,42,108.75083551458677,-45.28994570183858,27.258104936687854,76.45890620626926,1,0.4527777777777778,0.5931485322071279,0.5160727327662687,210.457035206951,0.38333333333333336,0.468910497776193,32,8
Ahmednagar,2023-08-14,10,17,39,97.2060917242979,-17.573646504219056,27.823112239895394,66.33240198475941,1,0.4527777777777778,0.5931485322071279,0.5160727327662687,210.457035206951,0.38333333333333336,0.468910497776193,33,8
Ahmednagar,2023-08-21,6,12,45,98.38565341498018,23.123818294254374,22.41983960508538,73.25428807218312,1,0.4527777777777778,0.5931485322071279,0.5160727327662687,210.457035206951,0.38333333333333336,0.468910497776193,34,8
Ahmednagar,2023-08-28,4,15,39,99.45577489718086,-12.465221335205577,27.329617252593618,78.99755416455612,1,0.4527777777777778,0.5931485322071279,0.5160727327662687,210.457035206951,0.38333333333333336,0.468910497776193,35,8
Ahmednagar,2023-09-04,10,12,43,101.09640194157333,-40.94198950192079,22.14487443444558,79.54013788482905,1,0.4527777777777778,0.5931485322071279,0.5160727327662687,210.457035206951,0.38333333333333336,0.468910497776193,36,9
Ahmednagar,2023-09-11,7,9,27,95.95451808548431,-17.182127487239242,21.887158713477323,79.70369963840199,1,0.4527777777777778,0.5931485322071279,0.5160727327662687,210.457035206951,0.38333333333333336,0.468910497776193,37,9
Ahmednagar,2023-09-18,9,13,37,102.76199286192409,12.73933186322042,23.305196181580886,79.85926184329192,1,0.4527777777777778,0.5931485322071279,0.5160727327662687,210.457035206951,0.38333333333333336,0.468910497776193,38,9
Ahmednagar,2023-09-25,7,10,36,98.74142109152972,11.43112101166385,22.218471600081557,78.97988972948792,1,0.4527777777777778,0.5931485322071279,0.5160727327662687,210.457035206951,0.38333333333333336,0.468910497776193,39,9
Ahmednagar,2023-10-02,2,6,11,9.19458366442804,22.422020885964304,13.23534407345152,36.16549343263277,0,0.4527777777777778,0.5931485322071279,0.5160727327662687,210.457035206951,0.38333333333333336,0.468910497776193,40,10
Ahmednagar,2023-10-09,0,5,13,15.825193362272351,0.46179163240046645,10.83556847294825,39.62075877597461,0,0.4527777777777778,0.5931485322071279,0.5160727327662687,210.457035206951,0.38333333333333336,0.468910497776193,41,10
Ahmednagar,2023-10-16,5,7,12,42.058831255474274,12.19623074205644,16.9372506593397,31.239480271851427,0,0.4527777777777778,0.5931485322071279,0.5160727327662687,210.457035206951,0.38333333333333336,0.468910497776193,42,10
Ahmednagar,2023-10-23,4,3,7,12.069718506682516,5.439562748031107,12.574262227210877,44.06966933956512,0,0.4527777777777778,0.5931485322071279,0.5160727327662687,210.457035206951,0.38333333333333336,0.468910497776193,43,10
Ahmednagar,2023-10-30,3,6,11,9.392830868708748,-3.9732918874249816,15.31250634979102,35.670319208628996,0,0.4527777777777778,0.5931485322071279,0.5160727327662687,210.457035206951,0.38333333333333336,0.468910497776193,44,10
Ahmednagar,2023-11-06,2,2,5,28.940565258823383,11.290581695243006,8.618788786453516,42.93079785537419,0,0.4527777777777778,0.5931485322071279,0.5160727327662687,210.457035206951,0.38333333333333336,0.468910497776193,45,11
Ahmednagar,2023-11-13,2,3,10,19.982008729534243,-17.68692805220901,10.774891249649164,46.11558788132135,0,0.4527777777777778,0.5931485322071279,0.5160727327662687,210.457035206951,0.38333333333333336,0.468910497776193,46,11
Ahmednagar,2023-11-20,5,4,6,31.438951705726343,-4.41012315343429,10.877785085450505,36.47396357345853,0,0.4527777777777778,0.5931485322071279,0.5160727327662687,210.457035206951,0.38333333333333336,0.468910497776193,47,11
Ahmednagar,2023-11-27,2,1,13,22.721580298254317,-10.845426453859684,6.2271293305791655,39.790633399474146,0,0.4527777777777778,0.5931485322071279,0.5160727327662687,210.457035206951,0.38333333333333336,0.468910497776193,48,11
Ahmednagar,2023-12-04,2,7,11,41.46544792323574,-3.1329848598180217,5.356236934840492,38.82708450693092,0,0.4527777777777778,0.5931485322071279,0.5160727327662687,210.457035206951,0.38333333333333336,0.468910497776193,49,12
Ahmednagar,2023-12-11,2,4,15,41.860528665936144,-14.141978093849739,8.993613138381146,27.427453879659062,0,0.4527777777777778,0.5931485322071279,0.5160727327662687,210.457035206951,0.38333333333333336,0.468910497776193,50,12
Ahmednagar,2023-12-18,4,5,8,25.81248015410128,-2.0067369012537317,8.231985366624842,40.19063407743721,0,0.4527777777777778,0.5931485322071279,0.5160727327662687,210.457035206951,0.38333333333333336,0.468910497776193,51,12
Ahmednagar,2023-12-25,4,7,12,36.400612383692945,11.641596759081715,8.398237000332067,38.79641688321001,0,0.4527777777777778,0.5931485322071279,0.5160727327662687,210.457035206951,0.38333333333333336,0.468910497776193,52,12
Akola,2022-01-03,3,3,14,30.21544476035166,-22.89144984073433,10.32184131007905,43.921743933119096,0,0.6611111111111111,0.36009596820160017,0.7815181923888512,921.7103407777927,0.6333333333333333,0.705032527759665,1,1
Akola,2022-01-10,4,5,5,15.831939713652083,2.218841618157734,6.917317974210681,37.66160668711614,0,0.6611111111111111,0.36009596820160017,0.7815181923888512,921.7103407777927,0.6333333333333333,0.705032527759665,2,1
Akola,2022-01-17,2,3,9,23.083785608986112,-1.221588714292269,14.095806948793921,50.28947828842316,0,0.6611111111111111,0.36009596820160017,0.7815181923888512,921.7103407777927,0.6333333333333333,0.705032527759665,3,1
Akola,2022-01-24,0,3,5,9.862048534819694,-3.7271169978502257,11.919967837207029,44.04311743012223,0,0.6611111111111111,0.36009596820160017,0.7815181923888512,921.7103407777927,0.6333333333333333,0.705032527759665,4,1
Akola,2022-01-31,2,6,9,27.554750854988722,2.0243455919261297,10.770709929966378,38.68262647972128,0,0.6611111111111111,0.36009596820160017,0.7815181923888512,921.7103407777927,0.6333333333333333,0.705032527759665,5,1
Akola,2022-02-07,0,7,7,11.599145601488619,2.2347804830158893,15.024408476842154,35.33740684829422,0,0.6611111111111111,0.36009596820160017,0.7815181923888512,921.7103407777927,0.6333333333333333,0.705032527759665,6,2
Akola,2022-02-14,1,3,8,17.11958430799648,-10.294248854260932,14.3867181130595,40.835689344842116,0,0.6611111111111111,0.36009596820160017,0.7815181923888512,921.7103407777927,0.6333333333333333,0.705032527759665,7,2
Akola,2022-02-21,3,2,7,16.066775539809857,0.7886753561900426,10.67843092634844,55.72820713119515,0,0.6611111111111111,0.36009596820160017,0.7815181923888512,921.7103407777927,0.6333333333333333,0.705032527759665,8,2
Akola,2022-02-28,2,5,6,15.312013046621106,-27.159710089362893,11.279085252913406,50.28495839946013,0,0.6611111111111111,0.36009596820160017,0.7815181923888512,921.7103407777927,0.6333333333333333,0.705032527759665,9,2
Akola,2022-03-07,2,4,6,18.199270968335995,-3.5280642076633346,21.295169675846736,42.80182290080459,0,0.6611111111111111,0.36009596820160017,0.7815181923888512,921.7103407777927,0.6333333333333333,0.705032527759665,10,3
Akola,2022-03-14,2,3,5,15.428861828804447,12.705511560380573,16.652534520571944,42.97256181485167,0,0.6611111111111111,0.36009596820160017,0.7815181923888512,921.7103407777927,0.6333333333333333,0.705032527759665,11,3
Akola,2022-03-21,1,2,5,22.992868213745343,1.190516540536414,18.933954979330284,41.37290234299883,0,0.6611111111111111,0.36009596820160017,0.7815181923888512,921.7103407777927,0.6333333333333333,0.705032527759665,12,3
Akola,2022-03-28,2,4,10,21.167090035449714,9.01784204788109,18.183977791070614,43.21288850313904,0,0.6611111111111111,0.36009596820160017,0.7815181923888512,921.7103407777927,0.6333333333333333,0.705032527759665,13,3
Akola,2022-04-04,0,1,10,14.631812897754305,-8.468019619699305,23.9340690324314,42.17478599299227,0,0.6611111111111111,0.36009596820160017,0.7815181923888512,921.7103407777927,0.6333333333333333,0.705032527759665,14,4
Akola,2022-04-11,5,4,7,17.761877296103794,-3.7373727560360432,25.638675521122455,40.98482709440739,0,0.6611111111111111,0.36009596820160017,0.7815181923888512,921.7103407777927,0.6333333333333333,0.705032527759665,15,4
Akola,2022-04-18,1,8,8,31.946647661117076,10.908184053504364,27.657849756049025,50.10066251376665,0,0.6611111111111111,0.36009596820160017,0.7815181923888512,921.7103407777927,0.6333333333333333,0.705032527759665,16,4
Akola,2022-04-25,3,2,5,32.750952399431156,-0.6826418099813568,27.973093772050376,35.239156082852816,0,0.6611111111111111,0.36009596820160017,0.7815181923888512,921.7103407777927,0.6333333333333333,0.705032527759665,17,4
Akola,2022-05-02,2,7,7,19.60171860415593,0.42892191250281686,29.977246046746508,34.83712025938244,0,0.6611111111111111,0.36009596820160017,0.7815181923888512,921.7103407777927,0.6333333333333333,0.705032527759665,18,5
Akola,2022-05-09,1,4,7,8.028432777090018,-2.9015576062419193,31.633887400081136,36.64703471586438,0,0.6611111111111111,0.36009596820160017,0.7815181923888512,921.7103407777927,0.6333333333333333,0.705032527759665,19,5
Akola,2022-05-16,0,4,9,29.328052563460375,-0.9070917830008384,28.645898008925805,35.28437546131299,0,0.6611111111111111,0.36009596820160017,0.7815181923888512,921.7103407777927,0.6333333333333333,0.705032527759665,20,5
