district,date,cholera_cases,typhoid_cases,add_cases,rainfall_mm,rainfall_anomaly_pct,temperature_c,humidity_pct,monsoon_flag,state,latitude,longitude,population_2024,population_density,urban_pct,sanitation_coverage_pct,urban_sanitation_pct,rural_sanitation_pct,od_index,od_pct,water_access_pct,piped_water_pct,unprotected_water_src_pct,wash_index,children_u5_diarrhea_pct,stunting_u5_pct,anemia_women_pct,phc_coverage_pct,asha_per_1000,wash_risk_category,data_source,survey_year
Ahmednagar,2019-05-06,1,18,89,,,,,,Maharashtra,19.095,74.738,4540000,0.008267622461170849,0.25316455696202533,0.37875751503006017,83.3,54.1,0.62,33.0,0.37817258883248717,79.6,25.4,0.7012,11.2,30.6,46.6,73.9,1.07,Medium,"NFHS-5 (2019-21), IIPS Mumbai",2019-21
Ahmednagar,2019-05-13,0,11,102,,,,,,Maharashtra,19.095,74.738,4540000,0.008267622461170849,0.25316455696202533,0.37875751503006017,83.3,54.1,0.62,33.0,0.37817258883248717,79.6,25.4,0.7012,11.2,30.6,46.6,73.9,1.07,Medium,"NFHS-5 (2019-21), IIPS Mumbai",2019-21
Ahmednagar,2019-05-20,0,24,105,,,,,,Maharashtra,19.095,74.738,4540000,0.008267622461170849,0.25316455696202533,0.37875751503006017,83.3,54.1,0.62,33.0,0.37817258883248717,79.6,25.4,0.7012,11.2,30.6,46.6,73.9,1.07,Medium,"NFHS-5 (2019-21), IIPS Mumbai",2019-21
Ahmednagar,2019-05-27,0,17,85,,,,,,Maharashtra,19.095,74.738,4540000,0.008267622461170849,0.25316455696202533,0.37875751503006017,83.3,54.1,0.62,33.0,0.37817258883248717,79.6,25.4,0.7012,11.2,30.6,46.6,73.9,1.07,Medium,"NFHS-5 (2019-21), IIPS Mumbai",2019-21
Ahmednagar,2019-06-03,1,14,208,,,,,,Maharashtra,19.095,74.738,4540000,0.008267622461170849,0.25316455696202533,0.37875751503006017,83.3,54.1,0.62,33.0,0.37817258883248717,79.6,25.4,0.7012,11.2,30.6,46.6,73.9,1.07,Medium,"NFHS-5 (2019-21), IIPS Mumbai",2019-21
Ahmednagar,2019-06-10,1,14,193,,,,,,Maharashtra,19.095,74.738,4540000,0.008267622461170849,0.25316455696202533,0.37875751503006017,83.3,54.1,0.62,33.0,0.37817258883248717,79.6,25.4,0.7012,11.2,30.6,46.6,73.9,1.07,Medium,"NFHS-5 (2019-21), IIPS Mumbai",2019-21
Ahmednagar,2019-06-17,1,15,171,,,,,,Maharashtra,19.095,74.738,4540000,0.008267622461170849,0.25316455696202533,0.37875751503006017,83.3,54.1,0.62,33.0,0.37817258883248717,79.6,25.4,0.7012,11.2,30.6,46.6,73.9,1.07,Medium,"NFHS-5 (2019-21), IIPS Mumbai",2019-21
Ahmednagar,2019-06-24,2,18,206,,,,,,Maharashtra,19.095,74.738,4540000,0.008267622461170849,0.25316455696202533,0.37875751503006017,83.3,54.1,0.62,33.0,0.37817258883248717,79.6,25.4,0.7012,11.2,30.6,46.6,73.9,1.07,Medium,"NFHS-5 (2019-21), IIPS Mumbai",2019-21
Ahmednagar,2019-07-01,0,8,194,0.93,-92.40146906549315,25.5,59.6,0.0,Maharashtra,19.095,74.738,4540000,0.008267622461170849,0.25316455696202533,0.37875751503006017,83.3,54.1,0.62,33.0,0.37817258883248717,79.6,25.4,0.7012,11.2,30.6,46.6,73.9,1.07,Medium,"NFHS-5 (2019-21), IIPS Mumbai",2019-21
Ahmednagar,2019-07-08,3,8,183,,,,,,Maharashtra,19.095,74.738,4540000,0.008267622461170849,0.25316455696202533,0.37875751503006017,83.3,54.1,0.62,33.0,0.37817258883248717,79.6,25.4,0.7012,11.2,30.6,46.6,73.9,1.07,Medium,"NFHS-5 (2019-21), IIPS Mumbai",2019-21
Ahmednagar,2019-07-15,2,15,188,,,,,,Maharashtra,19.095,74.738,4540000,0.008267622461170849,0.25316455696202533,0.37875751503006017,83.3,54.1,0.62,33.0,0.37817258883248717,79.6,25.4,0.7012,11.2,30.6,46.6,73.9,1.07,Medium,"NFHS-5 (2019-21), IIPS Mumbai",2019-21
Ahmednagar,2019-07-22,1,15,195,,,,,,Maharashtra,19.095,74.738,4540000,0.008267622461170849,0.25316455696202533,0.37875751503006017,83.3,54.1,0.62,33.0,0.37817258883248717,79.6,25.4,0.7012,11.2,30.6,46.6,73.9,1.07,Medium,"NFHS-5 (2019-21), IIPS Mumbai",2019-21
Ahmednagar,2019-07-29,2,10,183,,,,,,Maharashtra,19.095,74.738,4540000,0.008267622461170849,0.25316455696202533,0.37875751503006017,83.3,54.1,0.62,33.0,0.37817258883248717,79.6,25.4,0.7012,11.2,30.6,46.6,73.9,1.07,Medium,"NFHS-5 (2019-21), IIPS Mumbai",2019-21
Ahmednagar,2019-08-05,3,7,204,,,,,,Maharashtra,19.095,74.738,4540000,0.008267622461170849,0.25316455696202533,0.37875751503006017,83.3,54.1,0.62,33.0,0.37817258883248717,79.6,25.4,0.7012,11.2,30.6,46.6,73.9,1.07,Medium,"NFHS-5 (2019-21), IIPS Mumbai",2019-21
Ahmednagar,2019-08-12,1,9,187,,,,,,Maharashtra,19.095,74.738,4540000,0.008267622461170849,0.25316455696202533,0.37875751503006017,83.3,54.1,0.62,33.0,0.37817258883248717,79.6,25.4,0.7012,11.2,30.6,46.6,73.9,1.07,Medium,"NFHS-5 (2019-21), IIPS Mumbai",2019-21
Ahmednagar,2019-08-19,1,12,176,,,,,,Maharashtra,19.095,74.738,4540000,0.008267622461170849,0.25316455696202533,0.37875751503006017,83.3,54.1,0.62,33.0,0.37817258883248717,79.6,25.4,0.7012,11.2,30.6,46.6,73.9,1.07,Medium,"NFHS-5 (2019-21), IIPS Mumbai",2019-21
Ahmednagar,2019-08-26,3,10,190,,,,,,Maharashtra,19.095,74.738,4540000,0.008267622461170849,0.25316455696202533,0.37875751503006017,83.3,54.1,0.62,33.0,0.37817258883248717,79.6,25.4,0.7012,11.2,30.6,46.6,73.9,1.07,Medium,"NFHS-5 (2019-21), IIPS Mumbai",2019-21
Ahmednagar,2019-09-02,0,20,196,,,,,,Maharashtra,19.095,74.738,4540000,0.008267622461170849,0.25316455696202533,0.37875751503006017,83.3,54.1,0.62,33.0,0.37817258883248717,79.6,25.4,0.7012,11.2,30.6,46.6,73.9,1.07,Medium,"NFHS-5 (2019-21), IIPS Mumbai",2019-21
Ahmednagar,2019-09-09,1,12,201,35.31,188.49906161014758,32.6,80.7,1.0,Maharashtra,19.095,74.738,4540000,0.008267622461170849,0.25316455696202533,0.37875751503006017,83.3,54.1,0.62,33.0,0.37817258883248717,79.6,25.4,0.7012,11.2,30.6,46.6,73.9,1.07,Medium,"NFHS-5 (2019-21), IIPS Mumbai",2019-21
Ahmednagar,2019-09-16,1,10,205,,,,,,Maharashtra,19.095,74.738,4540000,0.008267622461170849,0.25316455696202533,0.37875751503006017,83.3,54.1,0.62,33.0,0.37817258883248717,79.6,25.4,0.7012,11.2,30.6,46.6,73.9,1.07,Medium,"NFHS-5 (2019-21), IIPS Mumbai",2019-21
Ahmednagar,2019-09-23,1,13,185,,,,,,Maharashtra,19.095,74.738,4540000,0.008267622461170849,0.25316455696202533,0.37875751503006017,83.3,54.1,0.62,33.0,0.37817258883248717,79.6,25.4,0.7012,11.2,30.6,46.6,73.9,1.07,Medium,"NFHS-5 (2019-21), IIPS Mumbai",2019-21
Ahmednagar,2019-09-30,1,13,172,,,,,,Maharashtra,19.095,74.738,4540000,0.008267622461170849,0.25316455696202533,0.37875751503006017,83.3,54.1,0.62,33.0,0.37817258883248717,79.6,25.4,0.7012,11.2,30.6,46.6,73.9,1.07,Medium,"NFHS-5 (2019-21), IIPS Mumbai",2019-21
Ahmednagar,2019-10-07,1,4,87,,,,,,Maharashtra,19.095,74.738,4540000,0.008267622461170849,0.25316455696202533,0.37875751503006017,83.3,54.1,0.62,33.0,0.37817258883248717,79.6,25.4,0.7012,11.2,30.6,46.6,73.9,1.07,Medium,"NFHS-5 (2019-21), IIPS Mumbai",2019-21
Ahmednagar,2019-10-14,0,9,60,,,,,,Maharashtra,19.095,74.738,4540000,0.008267622461170849,0.25316455696202533,0.37875751503006017,83.3,54.1,0.62,33.0,0.37817258883248717,79.6,25.4,0.7012,11.2,30.6,46.6,73.9,1.07,Medium,"NFHS-5 (2019-21), IIPS Mumbai",2019-21
Ahmednagar,2019-10-21,0,8,84,,,,,,Maharashtra,19.095,74.738,4540000,0.008267622461170849,0.25316455696202533,0.37875751503006017,83.3,54.1,0.62,33.0,0.37817258883248717,79.6,25.4,0.7012,11.2,30.6,46.6,73.9,1.07,Medium,"NFHS-5 (2019-21), IIPS Mumbai",2019-21
Ahmednagar,2019-10-28,1,9,72,,,,,,Maharashtra,19.095,74.738,4540000,0.008267622461170849,0.25316455696202533,0.37875751503006017,83.3,54.1,0.62,33.0,0.37817258883248717,79.6,25.4,0.7012,11.2,30.6,46.6,73.9,1.07,Medium,"NFHS-5 (2019-21), IIPS Mumbai",2019-21
Ahmednagar,2019-11-04,1,10,82,,,,,,Maharashtra,19.095,74.738,4540000,0.008267622461170849,0.25316455696202533,0.37875751503006017,83.3,54.1,0.62,33.0,0.37817258883248717,79.6,25.4,0.7012,11.2,30.6,46.6,73.9,1.07,Medium,"NFHS-5 (2019-21), IIPS Mumbai",2019-21
Ahmednagar,2019-11-11,1,7,79,3.87,-68.38030675640692,30.0,53.5,0.0,Maharashtra,19.095,74.738,4540000,0.008267622461170849,0.25316455696202533,0.37875751503006017,83.3,54.1,0.62,33.0,0.37817258883248717,79.6,25.4,0.7012,11.2,30.6,46.6,73.9,1.07,Medium,"NFHS-5 (2019-21), IIPS Mumbai",2019-21
Ahmednagar,2019-11-18,0,5,83,,,,,,Maharashtra,19.095,74.738,4540000,0.008267622461170849,0.25316455696202533,0.37875751503006017,83.3,54.1,0.62,33.0,0.37817258883248717,79.6,25.4,0.7012,11.2,30.6,46.6,73.9,1.07,Medium,"NFHS-5 (2019-21), IIPS Mumbai",2019-21
Ahmednagar,2019-11-25,2,11,80,,,,,,Maharashtra,19.095,74.738,4540000,0.008267622461170849,0.25316455696202533,0.37875751503006017,83.3,54.1,0.62,33.0,0.37817258883248717,79.6,25.4,0.7012,11.2,30.6,46.6,73.9,1.07,Medium,"NFHS-5 (2019-21), IIPS Mumbai",2019-21
Ahmednagar,2019-12-02,0,9,60,,,,,,Maharashtra,19.095,74.738,4540000,0.008267622461170849,0.25316455696202533,0.37875751503006017,83.3,54.1,0.62,33.0,0.37817258883248717,79.6,25.4,0.7012,11.2,30.6,46.6,73.9,1.07,Medium,"NFHS-5 (2019-21), IIPS Mumbai",2019-21
Ahmednagar,2019-12-09,0,13,46,,,,,,Maharashtra,19.095,74.738,4540000,0.008267622461170849,0.25316455696202533,0.37875751503006017,83.3,54.1,0.62,33.0,0.37817258883248717,79.6,25.4,0.7012,11.2,30.6,46.6,73.9,1.07,Medium,"NFHS-5 (2019-21), IIPS Mumbai",2019-21
Ahmednagar,2019-12-16,0,8,61,,,,,,Maharashtra,19.095,74.738,4540000,0.008267622461170849,0.25316455696202533,0.37875751503006017,83.3,54.1,0.62,33.0,0.37817258883248717,79.6,25.4,0.7012,11.2,30.6,46.6,73.9,1.07,Medium,"NFHS-5 (2019-21), IIPS Mumbai",2019-21
Ahmednagar,2019-12-23,0,13,71,,,,,,Maharashtra,19.095,74.738,4540000,0.008267622461170849,0.25316455696202533,0.37875751503006017,83.3,54.1,0.62,33.0,0.37817258883248717,79.6,25.4,0.7012,11.2,30.6,46.6,73.9,1.07,Medium,"NFHS-5 (2019-21), IIPS Mumbai",2019-21
Ahmednagar,2020-01-06,0,7,58,12.69,3.683180170851664,31.8,80.8,1.0,Maharashtra,19.095,74.738,4540000,0.008267622461170849,0.25316455696202533,0.37875751503006017,83.3,54.1,0.62,33.0,0.37817258883248717,79.6,25.4,0.7012,11.2,30.6,46.6,73.9,1.07,Medium,"NFHS-5 (2019-21), IIPS Mumbai",2019-21
Ahmednagar,2020-01-13,1,12,57,,,,,,Maharashtra,19.095,74.738,4540000,0.008267622461170849,0.25316455696202533,0.37875751503006017,83.3,54.1,0.62,33.0,0.37817258883248717,79.6,25.4,0.7012,11.2,30.6,46.6,73.9,1.07,Medium,"NFHS-5 (2019-21), IIPS Mumbai",2019-21
Ahmednagar,2020-01-20,0,8,57,,,,,,Maharashtra,19.095,74.738,4540000,0.008267622461170849,0.25316455696202533,0.37875751503006017,83.3,54.1,0.62,33.0,0.37817258883248717,79.6,25.4,0.7012,11.2,30.6,46.6,73.9,1.07,Medium,"NFHS-5 (2019-21), IIPS Mumbai",2019-21
Ahmednagar,2020-01-27,0,15,53,,,,,,Maharashtra,19.095,74.738,4540000,0.008267622461170849,0.25316455696202533,0.37875751503006017,83.3,54.1,0.62,33.0,0.37817258883248717,79.6,25.4,0.7012,11.2,30.6,46.6,73.9,1.07,Medium,"NFHS-5 (2019-21), IIPS Mumbai",2019-21
Ahmednagar,2020-02-03,1,7,43,0.25,-97.95738415739062,18.6,54.9,0.0,Maharashtra,19.095,74.738,4540000,0.008267622461170849,0.25316455696202533,0.37875751503006017,83.3,54.1,0.62,33.0,0.37817258883248717,79.6,25.4,0.7012,11.2,30.6,46.6,73.9,1.07,Medium,"NFHS-5 (2019-21), IIPS Mumbai",2019-21
Ahmednagar,2020-02-10,0,6,50,,,,,,Maharashtra,19.095,74.738,4540000,0.008267622461170849,0.25316455696202533,0.37875751503006017,83.3,54.1,0.62,33.0,0.37817258883248717,79.6,25.4,0.7012,11.2,30.6,46.6,73.9,1.07,Medium,"NFHS-5 (2019-21), IIPS Mumbai",2019-21
Ahmednagar,2020-02-17,0,10,50,,,,,,Maharashtra,19.095,74.738,4540000,0.008267622461170849,0.25316455696202533,0.37875751503006017,83.3,54.1,0.62,33.0,0.37817258883248717,79.6,25.4,0.7012,11.2,30.6,46.6,73.9,1.07,Medium,"NFHS-5 (2019-21), IIPS Mumbai",2019-21
Ahmednagar,2020-02-24,1,6,49,,,,,,Maharashtra,19.095,74.738,4540000,0.008267622461170849,0.25316455696202533,0.37875751503006017,83.3,54.1,0.62,33.0,0.37817258883248717,79.6,25.4,0.7012,11.2,30.6,46.6,73.9,1.07,Medium,"NFHS-5 (2019-21), IIPS Mumbai",2019-21
Ahmednagar,2020-03-02,0,8,58,0.25,-97.95738415739062,24.1,49.5,0.0,Maharashtra,19.095,74.738,4540000,0.008267622461170849,0.25316455696202533,0.37875751503006017,83.3,54.1,0.62,33.0,0.37817258883248717,79.6,25.4,0.7012,11.2,30.6,46.6,73.9,1.07,Medium,"NFHS-5 (2019-21), IIPS Mumbai",2019-21
Ahmednagar,2020-03-09,0,9,55,,,,,,Maharashtra,19.095,74.738,4540000,0.008267622461170849,0.25316455696202533,0.37875751503006017,83.3,54.1,0.62,33.0,0.37817258883248717,79.6,25.4,0.7012,11.2,30.6,46.6,73.9,1.07,Medium,"NFHS-5 (2019-21), IIPS Mumbai",2019-21
Ahmednagar,2020-03-16,1,12,52,,,,,,Maharashtra,19.095,74.738,4540000,0.008267622461170849,0.25316455696202533,0.37875751503006017,83.3,54.1,0.62,33.0,0.37817258883248717,79.6,25.4,0.7012,11.2,30.6,46.6,73.9,1.07,Medium,"NFHS-5 (2019-21), IIPS Mumbai",2019-21
Ahmednagar,2020-03-23,1,10,57,,,,,,Maharashtra,19.095,74.738,4540000,0.008267622461170849,0.25316455696202533,0.37875751503006017,83.3,54.1,0.62,33.0,0.37817258883248717,79.6,25.4,0.7012,11.2,30.6,46.6,73.9,1.07,Medium,"NFHS-5 (2019-21), IIPS Mumbai",2019-21
Ahmednagar,2020-03-30,1,9,56,,,,,,Maharashtra,19.095,74.738,4540000,0.008267622461170849,0.25316455696202533,0.37875751503006017,83.3,54.1,0.62,33.0,0.37817258883248717,79.6,25.4,0.7012,11.2,30.6,46.6,73.9,1.07,Medium,"NFHS-5 (2019-21), IIPS Mumbai",2019-21
Ahmednagar,2020-04-06,1,11,100,,,,,,Maharashtra,19.095,74.738,4540000,0.008267622461170849,0.25316455696202533,0.37875751503006017,83.3,54.1,0.62,33.0,0.37817258883248717,79.6,25.4,0.7012,11.2,30.6,46.6,73.9,1.07,Medium,"NFHS-5 (2019-21), IIPS Mumbai",2019-21
Ahmednagar,2020-04-13,0,12,93,,,,,,Maharashtra,19.095,74.738,4540000,0.008267622461170849,0.25316455696202533,0.37875751503006017,83.3,54.1,0.62,33.0,0.37817258883248717,79.6,25.4,0.7012,11.2,30.6,46.6,73.9,1.07,Medium,"NFHS-5 (2019-21), IIPS Mumbai",2019-21
Ahmednagar,2020-04-20,0,19,98,,,,,,Maharashtra,19.095,74.738,4540000,0.008267622461170849,0.25316455696202533,0.37875751503006017,83.3,54.1,0.62,33.0,0.37817258883248717,79.6,25.4,0.7012,11.2,30.6,46.6,73.9,1.07,Medium,"NFHS-5 (2019-21), IIPS Mumbai",2019-21
Ahmednagar,2020-04-27,0,16,91,,,,,,Maharashtra,19.095,74.738,4540000,0.008267622461170849,0.25316455696202533,0.37875751503006017,83.3,54.1,0.62,33.0,0.37817258883248717,79.6,25.4,0.7012,11.2,30.6,46.6,73.9,1.07,Medium,"NFHS-5 (2019-21), IIPS Mumbai",2019-21
Ahmednagar,2020-05-04,1,17,96,,,,,,Maharashtra,19.095,74.738,4540000,0.008267622461170849,0.25316455696202533,0.37875751503006017,83.3,54.1,0.62,33.0,0.37817258883248717,79.6,25.4,0.7012,11.2,30.6,46.6,73.9,1.07,Medium,"NFHS-5 (2019-21), IIPS Mumbai",2019-21
Ahmednagar,2020-05-11,0,16,100,,,,,,Maharashtra,19.095,74.738,4540000,0.008267622461170849,0.25316455696202533,0.37875751503006017,83.3,54.1,0.62,33.0,0.37817258883248717,79.6,25.4,0.7012,11.2,30.6,46.6,73.9,1.07,Medium,"NFHS-5 (2019-21), IIPS Mumbai",2019-21
Ahmednagar,2020-05-18,0,14,96,,,,,,Maharashtra,19.095,74.738,4540000,0.008267622461170849,0.25316455696202533,0.37875751503006017,83.3,54.1,0.62,33.0,0.37817258883248717,79.6,25.4,0.7012,11.2,30.6,46.6,73.9,1.07,Medium,"NFHS-5 (2019-21), IIPS Mumbai",2019-21
Ahmednagar,2020-05-25,1,16,86,,,,,,Maharashtra,19.095,74.738,4540000,0.008267622461170849,0.25316455696202533,0.37875751503006017,83.3,54.1,0.62,33.0,0.37817258883248717,79.6,25.4,0.7012,11.2,30.6,46.6,73.9,1.07,Medium,"NFHS-5 (2019-21), IIPS Mumbai",2019-21
Ahmednagar,2020-06-01,1,16,195,0.66,-94.60749417551126,26.8,50.9,0.0,Maharashtra,19.095,74.738,4540000,0.008267622461170849,0.25316455696202533,0.37875751503006017,83.3,54.1,0.62,33.0,0.37817258883248717,79.6,25.4,0.7012,11.2,30.6,46.6,73.9,1.07,Medium,"NFHS-5 (2019-21), IIPS Mumbai",2019-21
Ahmednagar,2020-06-08,3,9,182,,,,,,Maharashtra,19.095,74.738,4540000,0.008267622461170849,0.25316455696202533,0.37875751503006017,83.3,54.1,0.62,33.0,0.37817258883248717,79.6,25.4,0.7012,11.2,30.6,46.6,73.9,1.07,Medium,"NFHS-5 (2019-21), IIPS Mumbai",2019-21
Ahmednagar,2020-06-15,0,12,211,,,,,,Maharashtra,19.095,74.738,4540000,0.008267622461170849,0.25316455696202533,0.37875751503006017,83.3,54.1,0.62,33.0,0.37817258883248717,79.6,25.4,0.7012,11.2,30.6,46.6,73.9,1.07,Medium,"NFHS-5 (2019-21), IIPS Mumbai",2019-21
Ahmednagar,2020-06-22,0,13,203,,,,,,Maharashtra,19.095,74.738,4540000,0.008267622461170849,0.25316455696202533,0.37875751503006017,83.3,54.1,0.62,33.0,0.37817258883248717,79.6,25.4,0.7012,11.2,30.6,46.6,73.9,1.07,Medium,"NFHS-5 (2019-21), IIPS Mumbai",2019-21
Ahmednagar,2020-06-29,1,9,173,,,,,,Maharashtra,19.095,74.738,4540000,0.008267622461170849,0.25316455696202533,0.37875751503006017,83.3,54.1,0.62,33.0,0.37817258883248717,79.6,25.4,0.7012,11.2,30.6,46.6,73.9,1.07,Medium,"NFHS-5 (2019-21), IIPS Mumbai",2019-21
Ahmednagar,2020-07-06,1,15,172,,,,,,Maharashtra,19.095,74.738,4540000,0.008267622461170849,0.25316455696202533,0.37875751503006017,83.3,54.1,0.62,33.0,0.37817258883248717,79.6,25.4,0.7012,11.2,30.6,46.6,73.9,1.07,Medium,"NFHS-5 (2019-21), IIPS Mumbai",2019-21
Ahmednagar,2020-07-13,0,15,186,,,,,,Maharashtra,19.095,74.738,4540000,0.008267622461170849,0.25316455696202533,0.37875751503006017,83.3,54.1,0.62,33.0,0.37817258883248717,79.6,25.4,0.7012,11.2,30.6,46.6,73.9,1.07,Medium,"NFHS-5 (2019-21), IIPS Mumbai",2019-21
Ahmednagar,2020-07-20,0,11,176,,,,,,Maharashtra,19.095,74.738,4540000,0.008267622461170849,0.25316455696202533,0.37875751503006017,83.3,54.1,0.62,33.0,0.37817258883248717,79.6,25.4,0.7012,11.2,30.6,46.6,73.9,1.07,Medium,"NFHS-5 (2019-21), IIPS Mumbai",2019-21
Ahmednagar,2020-07-27,1,20,190,,,,,,Maharashtra,19.095,74.738,4540000,0.008267622461170849,0.25316455696202533,0.37875751503006017,83.3,54.1,0.62,33.0,0.37817258883248717,79.6,25.4,0.7012,11.2,30.6,46.6,73.9,1.07,Medium,"NFHS-5 (2019-21), IIPS Mumbai",2019-21
